id,Game Title,Year,Publisher,North America,Europe,Japan,Rest of World,Global,Number of Reviews,Summary,Wishlist,Platform,Genre,Rating
6988,Die Hard: Vendetta,2002.0,NDA Productions,0.09,0.02,0.0,0.0,0.12,100.0,,100.0,GC,Shooter,7.242653918272507
6989,Wing Island,2006.0,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05,100.0,,100.0,Wii,Simulation,6.817264847780896
6990,Jak and Daxter: The Lost Frontier,2009.0,Sony Computer Entertainment,0.18,0.27,0.0,0.15,0.61,100.0,,100.0,PSP,Platform,6.899115950100042
6991,Super Meat Boy: Ultra Edition!,2011.0,Unknown,0.0,0.02,0.0,0.01,0.03,100.0,,100.0,PC,Platform,7.119680949357251
6992,Parodius,1994.0,Konami Digital Entertainment,0.0,0.0,0.31,0.02,0.33,100.0,,100.0,PS,Shooter,7.454765239600211
6993,Peppa Pig: Fun and Games,2010.0,Ubisoft,0.0,0.58,0.0,0.09,0.67,100.0,,100.0,DS,Misc,6.993432045300298
6994,Final Fantasy X-2,2003.0,Electronic Arts,1.92,1.08,2.11,0.17,5.29,100.0,,100.0,PS2,Role-Playing,8.625
6995,Medal of Honor: Warfighter,2012.0,Electronic Arts,0.47,0.65,0.06,0.28,1.46,100.0,,100.0,PS3,Action,7.997457421326305
6996,Galaxy Angel II: Mugen Kairou no Kagi,2007.0,Broccoli,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PS2,Strategy,6.85474456174016
6997,EA Sports Active: More Workouts,2009.0,Electronic Arts,0.78,0.28,0.0,0.1,1.16,100.0,,100.0,Wii,Sports,8.48036409877938
6998,Ratchet & Clank: Going Commando (JP weekly sales),2003.0,Sony Computer Entertainment,0.0,0.0,0.24,0.0,0.24,100.0,,100.0,PS2,Action,6.54819756202501
6999,Dr. Mario 64,2001.0,Nintendo,0.34,0.07,0.0,0.0,0.42,100.0,,100.0,N64,Puzzle,6.550641784169166
7000,Street Racer,1996.0,Ubisoft,0.09,0.06,0.0,0.01,0.16,100.0,,100.0,PS,Racing,6.983547072506914
7001,Imagine: Babyz,2007.0,Ubisoft,1.3,1.27,0.0,0.31,2.88,100.0,,100.0,DS,Simulation,8.053259023274174
7002,Monster Hunter Frontier Online,2010.0,Capcom,0.0,0.0,0.13,0.0,0.13,100.0,,100.0,X360,Role-Playing,7.191746169290054
7003,Zoo Tycoon 2: Ultimate Collection,2008.0,Microsoft Game Studios,0.04,0.18,0.0,0.04,0.26,100.0,,100.0,PC,Strategy,6.893111329218182
7004,Riding Stables: The Whitakers present Milton and Friends,2011.0,DTP Entertainment,0.0,0.04,0.0,0.0,0.04,100.0,,100.0,3DS,Sports,7.009800358023976
7005,Star Wars: Starfighter,2001.0,Activision,0.61,0.87,0.02,0.26,1.76,100.0,,100.0,PS2,Simulation,7.8
7006,Avatar: The Last Airbender - The Burning Earth,2007.0,THQ,0.21,0.16,0.0,0.05,0.42,100.0,,100.0,PS2,Action,7.286106611261134
7007,Rhythm Heaven: The Best+,2015.0,Nintendo,0.0,0.0,0.71,0.0,0.71,100.0,,100.0,3DS,Misc,6.5605280889641815
7008,F-Zero: Maximum Velocity,2001.0,Nintendo,0.39,0.16,0.37,0.12,1.04,100.0,,100.0,GBA,Racing,8.337
7009,IHRA Drag Racing: Sportsman Edition,2006.0,Bethesda Softworks,0.04,0.03,0.0,0.01,0.08,100.0,,100.0,PS2,Racing,7.206374124361228
7010,Blackthorne,2003.0,Activision,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,GBA,Action,6.884408489523247
7011,Ogre Battle 64: Person of Lordly Caliber,1999.0,Nintendo,0.1,0.02,0.25,0.04,0.41,100.0,,100.0,N64,Role-Playing,7.778968209124935
7012,Sigma Star Saga,2005.0,Atari,0.04,0.01,0.0,0.0,0.05,100.0,,100.0,GBA,Role-Playing,7.256584234399796
7013,Real Soccer 2009,2008.0,Ubisoft,0.05,0.0,0.0,0.0,0.06,100.0,,100.0,DS,Sports,7.129835916102718
7014,GT Advance 2: Rally Racing,2001.0,THQ,0.08,0.03,0.0,0.0,0.11,100.0,,100.0,GBA,Racing,7.131879736445171
7015,Iridion II,2003.0,Vivendi Games,0.09,0.03,0.0,0.0,0.13,100.0,,100.0,GBA,Shooter,6.98484419486517
7016,Puyo Pop Fever(us sales),2004.0,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04,100.0,,100.0,DS,Puzzle,6.721492231778417
7017,L.A. Rush,2005.0,Midway Games,0.23,0.18,0.0,0.06,0.47,100.0,,100.0,PS2,Racing,7.0197600754214005
7018,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,2009.0,CyberFront,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSP,Adventure,7.185414540334615
7019,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,2009.0,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,100.0,,100.0,PSP,Adventure,6.98528722753772
7020,Jump Super Stars,2005.0,Nintendo,0.0,0.0,0.55,0.0,0.55,100.0,,100.0,DS,Fighting,6.689324211199265
7021,Octomania,2007.0,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,100.0,,100.0,Wii,Puzzle,6.470856401928375
7022,Code Geass: Hangyaku no Lelouch - Lost Colors,2008.0,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,100.0,,100.0,PSP,Adventure,7.147515478638913
7023,Tokyo Jungle,2012.0,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26,100.0,,100.0,PS3,Action,6.541753195665298
7024,Monster House,2006.0,THQ,0.14,0.01,0.0,0.01,0.16,100.0,,100.0,DS,Adventure,7.1382180907155846
7025,Rocket Power: Zero Gravity Zone,2003.0,THQ,0.14,0.05,0.0,0.0,0.2,100.0,,100.0,GBA,Sports,6.904280163555688
7026,Jackie Chan: Stuntmaster,1999.0,Sony Computer Entertainment,0.12,0.08,0.0,0.01,0.22,100.0,,100.0,PS,Action,6.789366013929102
7027,Memories Off 6: T-Wave,2008.0,5pb,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PS2,Adventure,6.90906935766678
7028,RealSports Football,1981.0,Atari,0.24,0.01,0.0,0.0,0.26,100.0,,100.0,2600,Sports,7.267411550178321
7029,SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,1991.0,Angel Studios,0.0,0.0,0.29,0.0,0.29,100.0,,100.0,SNES,Role-Playing,7.5162857215159615
7030,G1 Jockey 4 2008,2008.0,Tecmo Koei,0.0,0.01,0.0,0.0,0.01,100.0,,100.0,PS3,Sports,7.174103711183207
7031,Gaia Saver Hero Saidai no Sakusen,1994.0,Banpresto,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,SNES,Role-Playing,7.150894965528842
7032,The Wild Thornberrys: Animal Adventures,2000.0,Mattel Interactive,0.1,0.07,0.0,0.01,0.17,100.0,,100.0,PS,Adventure,7.130256988693636
7033,Choro Q,2003.0,Zoo Digital Publishing,0.01,0.01,0.0,0.0,0.02,100.0,,100.0,PS2,Racing,7.106406167708215
7034,J-League Jikkyou Winning Eleven 2000,2000.0,Konami Digital Entertainment,0.0,0.0,0.15,0.01,0.16,100.0,,100.0,PS,Sports,6.928786778802829
7035,Are You Smarter Than A 5th Grader?,2007.0,Mindscape,0.48,0.0,0.0,0.04,0.53,100.0,,100.0,DS,Misc,6.877137537094448
7036,Nagano Winter Olympics 98,1997.0,Konami Digital Entertainment,0.15,0.04,0.13,0.0,0.32,100.0,,100.0,N64,Sports,7.388612483037856
7037,Backyard NFL Football '09,2008.0,Atari,0.2,0.0,0.0,0.02,0.21,100.0,,100.0,Wii,Sports,7.265318724990566
7038,NBA Live 15,2014.0,Electronic Arts,0.15,0.04,0.0,0.04,0.23,100.0,,100.0,PS4,Sports,7.18506693793316
7039,Shrek 2: Beg for Mercy,2004.0,Activision,0.42,0.15,0.0,0.01,0.58,100.0,,100.0,GBA,Adventure,7.489199959666938
7040,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,2006.0,D3Publisher,0.0,0.0,0.19,0.0,0.19,100.0,,100.0,PS2,Misc,6.520678640785444
7041,Vigilante 8: 2nd Offense,1999.0,Activision,0.27,0.18,0.0,0.03,0.48,100.0,,100.0,PS,Racing,6.738602141366054
7042,Impossible Mission,2007.0,System 3 Arcade Software,0.12,0.0,0.0,0.01,0.13,100.0,,100.0,DS,Platform,7.02962798452362
7043,Rugrats: Totally Angelica,2001.0,THQ,0.06,0.04,0.0,0.01,0.12,100.0,,100.0,PS,Adventure,7.031691200472272
7044,Enduro,1982.0,Quelle,0.81,0.05,0.0,0.01,0.87,100.0,,100.0,2600,Misc,6.943967439078165
7045,Project: Snowblind,2005.0,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,100.0,,100.0,PS2,Action,6.978419747218476
7046,Classic NES Series: Xevious,2004.0,Nintendo,0.08,0.03,0.12,0.01,0.25,100.0,,100.0,GBA,Shooter,7.069294922658813
7047,EverGrace,2000.0,Ubisoft,0.1,0.08,0.15,0.03,0.35,100.0,,100.0,PS2,Role-Playing,7.162372452012834
7048,Chuck E. Cheese's Game Room,2010.0,UFO Interactive,0.12,0.0,0.0,0.01,0.13,100.0,,100.0,DS,Misc,6.953035945141711
7049,Doraemon: Nobita and the Island of Miracles,2012.0,FuRyu,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,3DS,Action,6.736833584744306
7050,Roommate Asami: Okusama wa Joshikousei,2002.0,Datam Polystar,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PS2,Adventure,6.736053051932368
7051,Mytran Wars,2009.0,Deep Silver,0.08,0.02,0.0,0.02,0.12,100.0,,100.0,PSP,Strategy,7.215831533516773
7052,Petz Sports,2008.0,Ubisoft,0.42,0.01,0.0,0.04,0.47,100.0,,100.0,Wii,Simulation,7.097592223754394
7053,Metal Slug 7,2008.0,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,100.0,,100.0,DS,Shooter,7.0965276626900105
7054,Kidou Senkan Nadesico,1997.0,Sega,0.0,0.0,0.15,0.0,0.15,100.0,,100.0,SAT,Strategy,7.042669510744514
7055,Rabbids Land,2012.0,Ubisoft,0.02,0.01,0.0,0.0,0.04,100.0,,100.0,WiiU,Misc,6.677183820297058
7056,RockMan & Forte,1998.0,Capcom,0.0,0.0,0.14,0.0,0.14,100.0,,100.0,SNES,Platform,7.01167860316698
7057,Lovely x Cation 1 & 2,2015.0,5pb,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSV,Action,6.818140969295547
7058,AniMates!,2007.0,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03,100.0,,100.0,DS,Simulation,7.050289115077132
7059,Way of the Samurai 3,2008.0,Gamebridge,0.18,0.08,0.22,0.04,0.52,100.0,,100.0,PS3,Action,7.27849353525947
7060,Caesar III,1998.0,Vivendi Games,0.0,0.03,0.0,0.01,0.04,100.0,,100.0,PC,Strategy,7.298789323326704
7061,Big Bass World Championship,1997.0,Starfish,0.2,0.14,0.0,0.02,0.36,100.0,,100.0,PS,Sports,6.457137636520757
7062,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,2013.0,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,100.0,,100.0,3DS,Action,6.691704546171389
7063,Tokyo Xtreme Racer Advance,2005.0,Crave Entertainment,0.04,0.02,0.0,0.0,0.06,100.0,,100.0,GBA,Racing,7.062219817174428
7064,Family Fortunes,2009.0,Mindscape,0.0,0.12,0.0,0.01,0.13,100.0,,100.0,Wii,Misc,6.593025658042071
7065,Alundra,1997.0,Psygnosis,0.13,0.09,0.0,0.01,0.23,100.0,,100.0,PS,Role-Playing,6.994583364002206
7066,Wing Commander III: Heart of the Tiger,1996.0,Electronic Arts,0.09,0.06,0.0,0.01,0.16,100.0,,100.0,PS,Action,7.061042006631915
7067,Final Fantasy XI,2005.0,Unknown,0.08,0.06,0.15,0.02,0.32,100.0,,100.0,PS2,Role-Playing,7.408912902960104
7068,Earth Defense Force 2017 Portable,2012.0,D3Publisher,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,PSV,Action,6.632237073815938
7069,Grand Prix Challenge,2002.0,Atari,0.04,0.03,0.0,0.01,0.08,100.0,,100.0,PS2,Racing,7.272804697497762
7070,Imagine: Sweet 16,2010.0,Ubisoft,0.02,0.0,0.0,0.0,0.03,100.0,,100.0,DS,Simulation,7.0354296370871605
7071,Burger Island,2008.0,Destineer,0.15,0.0,0.0,0.01,0.16,100.0,,100.0,DS,Action,7.066822584697357
7072,Lethal Skies II,2003.0,Sammy Corporation,0.08,0.06,0.0,0.02,0.16,100.0,,100.0,PS2,Simulation,7.03427506380997
7073,Hot Shots Golf: Open Tee,2004.0,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,100.0,,100.0,PSP,Sports,7.802596690677229
7074,Medabots Dual: Kabuto / Kuwagata,2013.0,Rocket Company,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,3DS,Role-Playing,7.35834390645249
7075,Soccer Tsuku: Pro Soccer Club o Tsukurou!,2013.0,Sega,0.0,0.0,0.13,0.0,0.13,100.0,,100.0,PS3,Sports,7.247032316605927
7076,4 Elements,2009.0,Mastertronic,0.0,0.04,0.0,0.01,0.05,100.0,,100.0,PC,Puzzle,6.759241440385351
7077,Group S Challenge,2003.0,Capcom,0.02,0.0,0.0,0.0,0.02,100.0,,100.0,XB,Racing,7.602331691124796
7078,Sengoku Musou 3 Z Special,2012.0,Ackkstudios,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PSP,Action,6.752450315853021
7079,Future Tactics: The Uprising,2004.0,Crave Entertainment,0.03,0.03,0.0,0.01,0.07,100.0,,100.0,PS2,Strategy,7.1070838039777
7080,SnoCross Championship Racing,1999.0,Ubisoft,0.52,0.35,0.0,0.06,0.93,100.0,,100.0,PS,Racing,7.271413206845388
7081,Over G Fighters,2006.0,Ubisoft,0.19,0.01,0.0,0.02,0.22,100.0,,100.0,X360,Simulation,6.882753950125826
7082,Hotel for Dogs,2008.0,505 Games,0.22,0.0,0.0,0.02,0.23,100.0,,100.0,DS,Simulation,6.9106613882413415
7083,One Piece: Pirate Warriors 3,2015.0,Namco Bandai Games,0.08,0.22,0.1,0.05,0.45,100.0,,100.0,PS4,Action,6.926087088070356
7084,Terranigma,1995.0,Nintendo,0.0,0.0,0.09,0.0,0.09,100.0,,100.0,SNES,Role-Playing,7.520149811748527
7085,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,2006.0,Daito,0.0,0.0,0.11,0.0,0.11,100.0,,100.0,PS2,Misc,6.352110450894047
7086,Cabela's African Safari,2006.0,Activision Value,0.13,0.0,0.0,0.01,0.14,100.0,,100.0,X360,Sports,7.012400365759833
7087,EA Replay,2006.0,Electronic Arts,0.09,0.0,0.0,0.01,0.11,100.0,,100.0,PSP,Action,6.9620700633488735
7088,Taiko no Tatsujin: Waku Waku Anime Matsuri,2003.0,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,100.0,,100.0,PS2,Misc,6.44357063780389
7089,Otometeki Koi Kakumei * Love Revo! Portable,2010.0,Idea Factory,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSP,Adventure,7.036114400143051
7090,Daxter,2006.0,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,100.0,,100.0,PSP,Platform,8.367487940234305
7091,Way of the Samurai 2,2003.0,Capcom,0.05,0.04,0.23,0.01,0.33,100.0,,100.0,PS2,Action,6.540547672541007
7092,Crime Killer,1998.0,Interplay,0.07,0.04,0.0,0.01,0.12,100.0,,100.0,PS,Racing,6.926772020975372
7093,Superman: Countdown to Apokolips,2003.0,Atari,0.03,0.01,0.0,0.0,0.04,100.0,,100.0,GBA,Platform,6.9301328223286855
7094,Sorry! / Aggravation / Scrabble Junior,2005.0,Zoo Digital Publishing,0.18,0.07,0.0,0.0,0.25,100.0,,100.0,GBA,Misc,6.604858555410212
7095,Rival Schools: United By Fate,1998.0,Capcom,0.12,0.08,0.28,0.03,0.52,100.0,,100.0,PS,Fighting,7.681338965581792
7096,Alvin and the Chipmunks: The Squeakquel,2009.0,Majesco Entertainment,0.28,0.0,0.0,0.02,0.3,100.0,,100.0,DS,Misc,6.886922235018838
7097,Flow: Urban Dance Uprising,2005.0,Ubisoft,0.02,0.01,0.0,0.0,0.04,100.0,,100.0,PS2,Misc,6.949925107536653
7098,Gundam Seed: Battle Assault,2004.0,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08,100.0,,100.0,GBA,Fighting,7.316423961408563
7099,Brain Quest: Grades 5 & 6,2008.0,Electronic Arts,0.11,0.0,0.0,0.01,0.11,100.0,,100.0,DS,Misc,6.979712480403199
7100,Jumble Madness,2009.0,Destineer,0.06,0.0,0.0,0.0,0.06,100.0,,100.0,DS,Puzzle,6.743467797997613
7101,The Idolm@ster: Live for You!,2008.0,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,100.0,,100.0,X360,Misc,6.822421480857727
7102,Ultraman Fighting Evolution 0,2006.0,Banpresto,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSP,Fighting,7.016794065730298
7103,Pokemon Card GB2: Here Comes Team GR!,2001.0,Nintendo,0.0,0.0,0.89,0.0,0.89,100.0,,100.0,GB,Strategy,6.035560616859774
7104,HardBall 5,1996.0,SPS,0.07,0.04,0.0,0.01,0.12,100.0,,100.0,PS,Sports,6.707772777797118
7105,Shining Blade,2012.0,Sega,0.0,0.0,0.2,0.0,0.2,100.0,,100.0,PSP,Role-Playing,7.424581536490836
7106,Call of Duty: Black Ops 3,2015.0,Activision,5.77,5.81,0.35,2.31,14.24,100.0,,100.0,PS4,Shooter,9.18598099197558
7107,Rally Cross,1997.0,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.32,100.0,,100.0,PS,Racing,6.701088708589024
7108,Bass Strike,2001.0,THQ,0.14,0.11,0.0,0.04,0.28,100.0,,100.0,PS2,Sports,7.1265105611278345
7109,Just Dance,2009.0,Ubisoft,3.51,3.03,0.0,0.73,7.27,100.0,,100.0,Wii,Misc,8.54023955912195
7110,True Swing Golf,2005.0,Nintendo,0.11,0.0,0.04,0.01,0.16,100.0,,100.0,DS,Sports,7.269234515643413
7111,Brothers Conflict: Precious Baby,2017.0,Idea Factory,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSV,Action,6.922115451744132
7112,Crash Bandicoot 2: N-Tranced,2003.0,Vivendi Games,0.63,0.66,0.0,0.07,1.36,100.0,,100.0,GBA,Platform,6.796097939854022
7113,Gundam Memories: Tatakai no Kioku,2011.0,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,100.0,,100.0,PSP,Action,6.496832778267259
7114,Barbie and the Magic of Pegasus,2005.0,Vivendi Games,0.07,0.02,0.0,0.0,0.09,100.0,,100.0,GBA,Action,6.897402930585879
7115,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,2011.0,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,100.0,,100.0,PSP,Sports,7.215500595863249
7116,Double Dragon,1989.0,Activision,0.45,0.02,0.0,0.01,0.47,100.0,,100.0,2600,Action,7.0958995385592845
7117,E.T.: The Extra Terrestrial,1981.0,Atari,1.84,0.11,0.0,0.02,1.97,100.0,,100.0,2600,Action,6.928059137920208
7118,Lilo & Stitch 2: Hämsterviel Havoc,2004.0,Disney Interactive Studios,0.27,0.1,0.0,0.01,0.38,100.0,,100.0,GBA,Action,6.602678207209704
7119,Double Pack: Finding Nemo / The Incredibles,2006.0,THQ,0.31,0.09,0.0,0.01,0.42,100.0,,100.0,XB,Action,7.470941207236211
7120,Disney Magical World,2013.0,Nintendo,0.16,0.2,0.53,0.03,0.92,100.0,,100.0,3DS,Adventure,7.881904498371716
7121,The Legend of Zelda: Skyward Sword,2011.0,Nintendo,2.14,1.2,0.37,0.4,4.1,100.0,,100.0,Wii,Action,8.790485715388861
7122,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2003.0,Disney Interactive Studios,0.48,0.18,0.0,0.01,0.67,100.0,,100.0,GBA,Action,6.217686567879262
7123,War of the Monsters,2003.0,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54,100.0,,100.0,PS2,Fighting,7.346155595150099
7124,Pro Evolution Soccer 2011 3D,2011.0,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,100.0,,100.0,3DS,Sports,7.410882451067289
7125,.hack//Quarantine Part 4: The Final Chapter,2003.0,Atari,0.09,0.07,0.0,0.02,0.18,100.0,,100.0,PS2,Role-Playing,7.323127131545751
7126,The Legend of Zelda: The Wind Waker,2002.0,Nintendo,2.6,0.99,0.89,0.13,4.6,100.0,,100.0,GC,Action,8.326627313426204
7127,Sword Art Online: Infinity Moment,2013.0,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,100.0,,100.0,PSP,Role-Playing,7.358108437388073
7128,Bust-A-Move 4,1998.0,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,100.0,,100.0,PS,Puzzle,6.210602084885217
7129,James Cameron's Dark Angel,2005.0,Universal Interactive,0.08,0.07,0.0,0.02,0.17,100.0,,100.0,PS2,Action,7.120074524184271
7130,My Horse & Me,2007.0,Atari,0.33,0.0,0.0,0.03,0.36,100.0,,100.0,DS,Sports,7.371311833351925
7131,We Sing Robbie Williams,2010.0,Nordic Games,0.0,0.19,0.0,0.03,0.21,100.0,,100.0,Wii,Misc,6.799412939250784
7132,Venus & Braves: Majo to Megami to Horobi no Yogen,2011.0,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,100.0,,100.0,PSP,Role-Playing,7.212041207832415
7133,Trauma Center: New Blood,2007.0,Nintendo,0.22,0.04,0.01,0.03,0.3,100.0,,100.0,Wii,Simulation,7.060023928456554
7134,Senran Kagura: Estival Versus,2015.0,Marvelous Interactive,0.06,0.05,0.09,0.03,0.23,100.0,,100.0,PSV,Action,6.8456232805342365
7135,Ultimate Block Party,2004.0,505 Games,0.03,0.0,0.0,0.0,0.03,100.0,,100.0,PSP,Puzzle,6.690034734903074
7136,Mystical Ninja starring Goemon,1997.0,Konami Digital Entertainment,0.07,0.02,0.23,0.04,0.36,100.0,,100.0,N64,Action,6.846898821922156
7137,Yuusha Shisu.,2016.0,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSV,Role-Playing,7.014201154692546
7138,Crazy Chicken Tales,2009.0,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,100.0,,100.0,Wii,Action,6.928681328265649
7139,Cake Mania 2: Jill's Next Adventure!,2008.0,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,100.0,,100.0,DS,Puzzle,6.656112979562707
7140,Sherlock Holmes and the Mystery of Osborne House,2010.0,Focus Home Interactive,0.07,0.14,0.0,0.03,0.24,100.0,,100.0,DS,Adventure,7.016713770046053
7141,Dragon Force II: Kamisarishi Daichi ni,1998.0,Sega,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,SAT,Strategy,7.060108712972808
7142,CIMA: The Enemy,2003.0,Marvelous Interactive,0.02,0.01,0.0,0.0,0.03,100.0,,100.0,GBA,Role-Playing,7.3297970749748655
7143,Treasure Report: Kikai Jikake no Isan,2011.0,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,100.0,,100.0,DS,Adventure,7.028247710509007
7144,Super Formation Soccer 94,1994.0,Human Entertainment,0.0,0.0,0.37,0.0,0.37,100.0,,100.0,SNES,Sports,7.051713526793074
7145,Real Soccer 2008,2007.0,Ubisoft,0.03,0.0,0.0,0.0,0.04,100.0,,100.0,DS,Sports,7.042977277506594
7146,Volleyball,1987.0,Nintendo,0.14,0.03,1.98,0.0,2.15,100.0,,100.0,NES,Sports,5.4
7147,Daikaijyuu Monogatari,1994.0,Hudson Soft,0.0,0.0,0.3,0.0,0.3,100.0,,100.0,SNES,Role-Playing,7.342246795103946
7148,Lunatic Dawn Tempest,2001.0,ArtDink,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PS2,Role-Playing,6.966232527833633
7149,DanceMasters,2010.0,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19,100.0,,100.0,X360,Misc,6.94939807796834
7150,NCAA Final Four 2002,2001.0,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,100.0,,100.0,PS2,Sports,7.239120477012333
7151,Fatal Fury 2,1993.0,Takara,0.0,0.0,0.45,0.0,0.45,100.0,,100.0,SNES,Fighting,6.8822640664385215
7152,Shaun White Snowboarding: Road Trip,2008.0,Ubisoft,0.94,0.57,0.0,0.17,1.67,100.0,,100.0,Wii,Sports,8.539549533615077
7153,Paris-Dakar Rally,2001.0,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15,100.0,,100.0,PS2,Racing,7.121470106611843
7154,Fire Emblem: Monsh? no Nazo,1994.0,Nintendo,0.0,0.0,0.7,0.0,0.7,100.0,,100.0,SNES,Role-Playing,7.189338349398199
7155,Viewtiful Joe 2,2004.0,Capcom,0.17,0.04,0.0,0.01,0.22,100.0,,100.0,GC,Action,7.031674341064056
7156,RollerCoaster Tycoon 2,2002.0,Atari,1.19,0.05,0.0,0.0,1.25,100.0,,100.0,PC,Strategy,8.02824121148924
7157,Need for Speed (2015),2015.0,Electronic Arts,0.49,1.49,0.05,0.36,2.39,100.0,,100.0,PS4,Racing,8.071272650564273
7158,Tom Clancy's Ghost Recon: Shadow Wars,2011.0,Ubisoft,0.22,0.09,0.0,0.03,0.34,100.0,,100.0,3DS,Strategy,7.199679992198935
7159,Doukoku Shoshite...,1998.0,Data East,0.0,0.0,0.11,0.0,0.11,100.0,,100.0,SAT,Adventure,6.792232898398782
7160,F1 2009,2009.0,Codemasters,0.15,0.63,0.0,0.11,0.89,100.0,,100.0,Wii,Racing,7.722143354862036
7161,RalliSport Challenge,2002.0,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.57,100.0,,100.0,XB,Racing,8.301246826498144
7162,Jampack Volume 11,2004.0,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,100.0,,100.0,PS2,Misc,6.982493552436577
7163,Aria: The Natural ~Tooi Yume no Mirage~,2006.0,Alchemist,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PS2,Adventure,6.892691877531303
7164,SOCOM: U.S. Navy SEALs Confrontation,2008.0,Sony Computer Entertainment,0.94,0.17,0.02,0.13,1.25,100.0,,100.0,PS3,Shooter,7.652784476574697
7165,Black & White 2,2005.0,Electronic Arts,0.01,0.07,0.0,0.01,0.09,100.0,,100.0,PC,Strategy,7.2436662057652015
7166,Aliens versus Predator: Extinction,2003.0,Electronic Arts,0.09,0.07,0.0,0.02,0.19,100.0,,100.0,PS2,Strategy,7.264896240862777
7167,Godzilla: Domination!,2002.0,Atari,0.2,0.07,0.0,0.01,0.28,100.0,,100.0,GBA,Fighting,6.919205930760127
7168,Wheel of Fortune: 2nd Edition,2000.0,Hasbro Interactive,0.23,0.16,0.0,0.03,0.41,100.0,,100.0,PS,Misc,6.833811071222231
7169,Driver 2 Advance,2002.0,Atari,0.25,0.09,0.0,0.01,0.34,100.0,,100.0,GBA,Action,6.672428393417972
7170,Lucky * Star: Ryouou Gakuen Outousai,2008.0,Kadokawa Shoten,0.0,0.0,0.1,0.0,0.1,100.0,,100.0,PS2,Adventure,6.591457848737991
7171,The King of Fighters 2000,2002.0,Playmore,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PS2,Fighting,6.808593012168001
7172,Wild West Shootout,2010.0,Unknown,0.01,0.01,0.0,0.0,0.02,100.0,,100.0,Wii,Shooter,7.000380629329856
